[Eubacterium]_coprostanoligenes_group	[Ruminococcus]_gauvreauii_group	1174-901-12	AAP99	Acidiphilium	Acinetobacter	Actinobacillus	Actinomyces	Actinomycetospora	Adhaeribacter	Aeromicrobium	Afipia	Akkermansia	Alistipes	Alloprevotella	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Altererythrobacter	Amnibacterium	Anaerobacillus	Anaerococcus	Anaeromyxobacter	Anaerostipes	Anaplasma	Arcicella	Arenimonas	Aurantimicrobium	Aureimonas	Bacillus	Bacteroides	BD1-7_clade	Bdellovibrio	Belnapia	Bergeyella	Blautia	Borrelia	Borreliella	Bosea	Brachybacterium	Brevibacterium	Brevundimonas	Bryobacter	Burkholderia-Caballeronia-Paraburkholderia	Caedibacter	Candidatus_Aquiluna	Candidatus_Cardinium	Candidatus_Megaira	Candidatus_Methanomethylophilus	Candidatus_Methanoplasma	Candidatus_Nitrocosmicus	Candidatus_Nostocoida	Candidatus_Paracaedibacter	Candidatus_Saccharimonas	Candidatus_Uzinura	Capnocytophaga	Cellulomonas	Cellvibrio	Chryseobacterium	Chthoniobacter	Chthonomonas	Cloacibacterium	Clostridium_sensu_stricto_1	Clostridium_sensu_stricto_12	Clostridium_sensu_stricto_13	Clostridium_sensu_stricto_2	Coprococcus_2	Coriobacteriaceae_UCG-003	Corynebacterium	Corynebacterium_1	Cutibacterium	Cytophaga	Deefgea	Deinococcus	Devosia	Dietzia	Dokdonella	Dongia	DSSD61	Dyadobacter	Ehrlichia	Ellin6067	Enhydrobacter	Epulopiscium	Erysipelotrichaceae_UCG-004	Exiguobacterium	Family_XIII_UCG-001	Ferruginibacter	Fibrella	Fimbriiglobus	Finegoldia	Flavobacterium	Flexilinea	Fluviicola	Fodinicola	Fusobacterium	Gaiella	GCA-900066575	Gemella	Gemmata	Geodermatophilus	Haemophilus	Halomonas	Helicobacter	hgcI_clade	Hirschia	Huanghella	Hymenobacter	Iamia	IMCC26207	IS-44	Jatrophihabitans	Kineococcus	Kingella	Kocuria	Labrys	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lactobacillus	Lautropia	Lawsonella	Legionella	Leptotrichia	Leucobacter	Luteibacter	Luteimonas	Luteolibacter	Lysobacter	Marmoricola	Massilia	Megamonas	Mesorhizobium	Methanobrevibacter	Methylobacterium	Methylopila	Methylorosula	Methylotenera	Microbacterium	Micrococcus	MND1	Mogibacterium	Moraxella	Mucilaginibacter	Muribaculum	Mycobacterium	Nakamurella	Neisseria	Nocardioides	Nosocomiicoccus	Noviherbaspirillum	Novosphingobium	Ochrobactrum	Ohtaekwangia	Oligoflexus	Paenibacillus	Pajaroellobacter	Paludibaculum	Parasutterella	Patulibacter	Pedobacter	Peptoniphilus	Phyllobacterium	Pir4_lineage	Planctomicrobium	Polycyclovorans	Polynucleobacter	Porphyromonas	Prevotella	Prevotella_2	Prevotella_6	Prevotella_7	Prosthecobacter	Pseudarcicella	Pseudochrobactrum	Pseudomonas	Pseudonocardia	Psychroglaciecola	Quadrisphaera	Ralstonia	RB41	Reyranella	Rhizorhapis	Rhodococcus	Rhodoplanes	Rhodopseudomonas	Rhodovarius	Rickettsia	Rickettsiella	Rikenellaceae_RC9_gut_group	Roseomonas	Rothia	Ruminococcaceae_NK4A214_group	Ruminococcus_1	Ruminococcus_2	Schlesneria	SH-PL14	Singulisphaera	Solirubrobacter	Solitalea	Sphaerotilus	Sphingobacterium	Sphingomonas	Sphingopyxis	Spirosoma	Sporichthya	Staphylococcus	Stenotrophobacter	Stenotrophomonas	Streptococcus	Streptomyces	SWB02	Tardiphaga	Tepidimonas	Tepidisphaera	Terriglobus	Terrimonas	Thermicanus	Turneriella	Veillonella	Verticia	WCHB1-32	Williamsia	Wolbachia	NA
SG17.9M.S48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52425	0	0	0	0	0	0	0	0	0	0	0	0	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295
TSA17.1F.S28	0	0	0	0	0	31	0	0	0	0	0	0	28	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	59	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	74009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181
TSA17.1M.S27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	149	0	0	0	0	0	0	0	0	0	0	0	79904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171
WW18.10M.S20	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	8135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172	0	0	0	0	0	0	0	0	0	12	0	32988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	189
WW18.1F.S8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	82948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	152
WW18.1M.S11	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	452	0	0	0	3294	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	650	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570
WW18.2F.S9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	2611	3	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	31	0	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	30	0	19	0	0	28	0	25	0	30	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	4228	0	0	0	0	0	0	0	0	0	5	0	55503	0	0	2	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	32	0	571
WW18.2M.S12	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	28194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	69	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	39	0	0	49	0	0	0	0	0	0	50	0	44299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	516
WW18.3F.S10	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	17	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	9	0	0	0	0	1	0	0	0	68161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	249
WW18.3M.S13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	25	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	152	0	49	0	21855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790	1969	2803
WW18.4M.S14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	15	0	0	0	41997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	18	0	763
WW18.5M.S15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	35224	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	83	0	0	0	0	0	0	0	52	35	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	234	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	41	0	0	0	0	0	61	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3285	0	0	40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	83	0	426	0	3408
WW18.6M.S16	0	0	0	0	0	0	0	0	0	0	0	0	0	657	0	0	0	0	0	0	0	0	0	0	0	0	1215	0	4	0	0	0	0	0	0	10931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	759	612	0	0	0	770	0	0	0	0	0	0	0	0	0	244	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	5009
WW18.7M.S17	98	0	0	0	0	0	0	0	0	0	0	0	0	102	0	54	0	0	0	0	0	0	3368	0	0	0	0	0	0	0	0	0	0	0	0	24230	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	85	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	94	0	0	0	212	0	0	0	0	0	0	30	0	26	0	0	0	0	0	0	0	123	0	0	0	0	1	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	179	0	96	0	0	0	0	0	0	0	0	0	0	24	0	1026	0	0	0	0	0	0	459	0	0	0	0	0	8	0	0	0	9	0	0	75	719	3333
WW18.8M.S18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	17	104	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	104	19	0	0	34	0	0	0	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	1278	0	0	0	0	0	0	0	88	0	0	0	61255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	91	0	4428
WW18.9M.S19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362
YR17.12F.S25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	50	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2674	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	75872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
YR17.13F.S26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	5	0	0	0	55432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	332
YR17.1M.S24	0	0	0	100	0	224	327	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	151	0	0	0	0	466	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	13	95	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	53	0	44	0	502	0	0	769	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	51	0	0	89	0	0	0	161	0	0	0	0	0	0	0	0	0	0	88	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	41	27	0	62	0	0	0	1264	0	0	0	0	0	0	0	0	0	91	0	98	0	0	0	1270	0	0	0	0	0	0	0	0	0	0	761	0	0	0	0	0	0	3933	0	0	0	0	0	0	0	0	0	1461	0	0	387	1686	3146
YR17.2M.S57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	30112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215
YR17.3M.S58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18355	0	0	0	0	0	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	17989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86
YR17.4M.S59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	2	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	76	0	12	0	21	0	0	0	38984	0	0	0	101	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	302
YR17.5M.S60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	31112	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355
YR17.6M.S61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	18	0	0	0	4	0	0	0	17846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	57	106
